sheet,city,model,strategy,horizon,MAE,WAPE,MAPE,Directional Accuracy,Directional R2
Лист1,Геленджик,Decision Tree,direct,115,3.616201998216822,0.259294311124922,109.38540601086729,0.1806374154114822,-0.06852588634545631
Лист1,Геленджик,Decision Tree,direct,116,3.5835658175719955,0.25695418300646466,108.89085322862833,0.15760750927745035,-0.06646365794995313
Лист1,Геленджик,Decision Tree,direct,117,3.6504989211689356,0.2617535202661586,109.6457713207197,0.20454049334206506,-0.09676789795123852
Лист1,Геленджик,Decision Tree,direct,118,3.7190479289605833,0.2666687234993842,108.47666764169585,0.15400567561667758,-0.05566693436013259
Лист1,Геленджик,Decision Tree,direct,119,3.579158183368449,0.25663814024251985,106.61819511267308,0.23324601615367824,-0.12295868739538007
Лист1,Геленджик,Decision Tree,direct,120,3.912784289509634,0.2805421916659715,117.89475432064707,0.2659098351708329,-0.3075992299845889
Лист1,Геленджик,Decision Tree,direct,121,3.615307460624132,0.2592134407381148,106.54736131269857,0.2066368300403886,-0.08618522753578639
Лист1,Геленджик,Decision Tree,direct,122,3.6605660373014426,0.26245842930719493,106.11533972078782,0.20325291998690098,-0.07756850325637221
Лист1,Геленджик,Decision Tree,direct,123,3.6555344084171364,0.26209766722822275,107.67001534662906,0.17410763017137867,-0.053047298211706284
Лист1,Геленджик,Decision Tree,direct,124,3.8013382498205663,0.2725516371366335,109.59877616718659,0.12334897936906451,-0.04198325533927605
Лист1,Геленджик,Decision Tree,direct,125,3.666133650950414,0.26285762088533005,108.27397277611435,0.26143434122912346,-0.14653344223295783
Лист1,Геленджик,Decision Tree,direct,126,3.7293214259965217,0.26738811262377266,105.07727167463695,0.14157843030236875,-0.05521747754402773
Лист1,Геленджик,Decision Tree,direct,127,4.115673715890755,0.29507078004774545,121.98461379707035,0.0962882096069869,-0.04779903885831027
Лист1,Геленджик,Decision Tree,direct,128,3.6223258361969948,0.25970049713778626,109.28354598393047,0.16604803493449782,-0.06082109739975761
Лист1,Геленджик,Decision Tree,direct,129,3.635374398491436,0.26063600605333914,108.0599797529723,0.20906113537117904,-0.08274274815958704
Лист1,Геленджик,Decision Tree,direct,130,3.9037581710188123,0.27987762105455893,117.98395397340676,0.2645196506550218,-0.235031543315942
Лист1,Геленджик,Decision Tree,direct,131,3.689093929822273,0.26448739591264403,110.29992781766313,0.2259825327510917,-0.09791137625226343
Лист1,Геленджик,Decision Tree,direct,132,3.629795943777777,0.2602360620593668,104.07599293027816,0.1868995633187773,-0.0744764458440732
Лист1,Геленджик,Decision Tree,direct,133,3.604787934885509,0.2584431277305857,102.9713703248822,0.1673580786026201,-0.056664429881338796
Лист1,Геленджик,Decision Tree,direct,134,3.594704676975618,0.25770478812649805,101.94042954089369,0.16115296429741238,-0.06111288882963173
Лист1,Геленджик,Decision Tree,direct,135,3.831875277671013,0.2747075755302922,106.10315785875493,0.13123703461076536,-0.050064707876327885
Лист1,Геленджик,Decision Tree,direct,136,3.789128999918553,0.2716430900046934,108.00408177188841,0.25952614914291955,-0.2250330323653278
Лист1,Геленджик,Decision Tree,direct,137,3.724562067484522,0.2670142792571888,104.4286429417282,0.15405611966371874,-0.05468410919051658
Лист1,Геленджик,Decision Tree,direct,138,3.7143943467198244,0.2662853541963406,110.50654423553956,0.15569385304072497,-0.06466195475984482
Лист1,Геленджик,Decision Tree,direct,139,3.6261917534600974,0.25996210022952804,102.50480293572986,0.15831422644393492,-0.07562472859277425
Лист1,Геленджик,Decision Tree,direct,140,3.7474533363032827,0.26864011444724223,112.30282296957392,0.1427167503821795,-0.06293317909592866
Лист1,Геленджик,Decision Tree,direct,141,3.7018114912394955,0.2653682310157025,108.98873437089476,0.19425638785761082,-0.07756333983375119
Лист1,Геленджик,Decision Tree,direct,142,3.683238390822078,0.2640367988739224,102.06031819628241,0.17154400524131908,-0.0733269833584913
Лист1,Геленджик,Decision Tree,direct,143,3.7401512616875445,0.2681166575861598,106.47800448503102,0.1709980345053505,-0.09776722330063481
Лист1,Геленджик,Decision Tree,direct,144,3.698966934918335,0.2651643160187456,105.63206077569988,0.20266433719152654,-0.0895987123035038
Лист1,Геленджик,Decision Tree,direct,145,3.7090553544404576,0.2658875149305934,105.01384271634929,0.2348766106136711,-0.10536656806013167
Лист1,Геленджик,Decision Tree,direct,146,3.765834823945467,0.26995781062669033,103.57617211230617,0.26883599039091505,-0.18029361869452787
